V1	V3	V13	Protein.names	Organism	Gene.Ontology..biological.process.	Gene.Ontology.IDs
Ab_contig_2676	P51688	4.5e-41	N-sulphoglucosamine sulphohydrolase (EC 3.10.1.1) (Sulfoglucosamine sulfamidase) (Sulphamidase)	Homo sapiens (Human)	glycosaminoglycan catabolic process [GO:0006027]; heparan sulfate proteoglycan catabolic process [GO:0030200]	GO:0005539; GO:0005764; GO:0006027; GO:0008484; GO:0016250; GO:0030200; GO:0043202; GO:0046872; GO:0070062
Ab_contig_2687	P42577	1.1399999999999999e-23	Soma ferritin (EC 1.16.3.1)	Lymnaea stagnalis (Great pond snail) (Helix stagnalis)	cellular iron ion homeostasis [GO:0006879]; iron ion transport [GO:0006826]	GO:0004322; GO:0005737; GO:0006826; GO:0006879; GO:0008199
Ab_contig_2689	Q6PDU7	1.15e-25	ATP synthase subunit g, mitochondrial (ATPase subunit g) (ATP synthase membrane subunit g)	Rattus norvegicus (Rat)	ATP metabolic process [GO:0046034]; proton motive force-driven ATP synthesis [GO:0015986]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]	GO:0000276; GO:0005753; GO:0015078; GO:0015986; GO:0042776; GO:0046034
Ab_contig_2705	P26224	1.5199999999999998e-23	Endoglucanase F (EGF) (EC 3.2.1.4) (Cellulase F) (Endo-1,4-beta-glucanase)	Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372) (Clostridium thermocellum)	cellulose catabolic process [GO:0030245]	GO:0008810; GO:0030245; GO:0030248
Ab_contig_2714	Q9W6X3	2.8099999999999998e-24	10 kDa heat shock protein, mitochondrial (Hsp10) (10 kDa chaperonin) (Chaperonin 10) (CPN10)	Oryzias latipes (Japanese rice fish) (Japanese killifish)	chaperone cofactor-dependent protein refolding [GO:0051085]	GO:0005524; GO:0005759; GO:0046872; GO:0051082; GO:0051085; GO:0051087; GO:0140662
Ab_contig_2720	P84336	6.81e-36	Actin, cytoplasmic 1 (EC 3.6.4.-) (Beta-actin) [Cleaved into: Actin, cytoplasmic 1, N-terminally processed]	Camelus dromedarius (Dromedary) (Arabian camel)		GO:0005524; GO:0005634; GO:0005856; GO:0005886; GO:0005925; GO:0015629; GO:0016787; GO:0032991; GO:0097433
Ab_contig_2722	Q3T112	1.2499999999999999e-23	Proteasome subunit beta type-8 (EC 3.4.25.1) (Proteasome subunit beta-5i)	Bos taurus (Bovine)	antigen processing and presentation [GO:0019882]; fat cell differentiation [GO:0045444]; proteasomal protein catabolic process [GO:0010498]; regulation of endopeptidase activity [GO:0052548]	GO:0004175; GO:0004298; GO:0005634; GO:0005737; GO:0005839; GO:0010498; GO:0019774; GO:0019882; GO:0045444; GO:0052548; GO:1990111
Ab_contig_2732	Q8C5L3	3.24e-50	CCR4-NOT transcription complex subunit 2 (CCR4-associated factor 2)	Mus musculus (Mouse)	negative regulation of intracellular estrogen receptor signaling pathway [GO:0033147]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nuclear-transcribed mRNA poly(A) tail shortening [GO:0000289]; positive regulation of cytoplasmic mRNA processing body assembly [GO:0010606]; regulation of stem cell population maintenance [GO:2000036]; RNA-mediated gene silencing [GO:0031047]; trophectodermal cell differentiation [GO:0001829]	GO:0000122; GO:0000289; GO:0000932; GO:0001222; GO:0001829; GO:0004535; GO:0005654; GO:0005737; GO:0005829; GO:0005886; GO:0010606; GO:0030014; GO:0030015; GO:0031047; GO:0033147; GO:2000036
Ab_contig_2741	Q99442	5.06e-49	Translocation protein SEC62 (Translocation protein 1) (TP-1) (hTP-1)	Homo sapiens (Human)	cotranslational protein targeting to membrane [GO:0006613]; post-translational protein targeting to endoplasmic reticulum membrane [GO:0006620]; post-translational protein targeting to membrane, translocation [GO:0031204]	GO:0005783; GO:0005789; GO:0005791; GO:0006613; GO:0006620; GO:0016020; GO:0031204; GO:0038023
Ab_contig_2752	O08585	4.1800000000000005e-27	Clathrin light chain A (Lca)	Mus musculus (Mouse)	cell cycle [GO:0007049]; cell division [GO:0051301]; clathrin coat assembly [GO:0048268]; clathrin-dependent endocytosis [GO:0072583]; intracellular protein transport [GO:0006886]	GO:0005198; GO:0005819; GO:0005886; GO:0005905; GO:0006886; GO:0007049; GO:0030118; GO:0030125; GO:0030130; GO:0030132; GO:0030136; GO:0030672; GO:0031410; GO:0032050; GO:0042277; GO:0044877; GO:0048268; GO:0051020; GO:0051301; GO:0071439; GO:0072583; GO:0098835; GO:0098843; GO:0098978; GO:0099631
Ab_contig_2761	Q13454	6.0799999999999994e-61	Tumor suppressor candidate 3 (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit TUSC3) (Oligosaccharyl transferase subunit TUSC3) (Magnesium uptake/transporter TUSC3) (Protein N33)	Homo sapiens (Human)	cognition [GO:0050890]; magnesium ion transport [GO:0015693]; protein N-linked glycosylation [GO:0006487]; protein N-linked glycosylation via asparagine [GO:0018279]; transmembrane transport [GO:0055085]	GO:0005739; GO:0005789; GO:0005886; GO:0006487; GO:0008250; GO:0015095; GO:0015693; GO:0018279; GO:0050890; GO:0055085
Ab_contig_2762	H9JW44	5.1e-32	Chitin deacetylase 7 (BmCDA7) (EC 3.5.1.41)	Bombyx mori (Silk moth)	chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]	GO:0000272; GO:0004099; GO:0005615; GO:0006032; GO:0046872
Ab_contig_2769	Q4V8T0	2.16e-34	Inositol oxygenase (EC 1.13.99.1) (Myo-inositol oxygenase) (MI oxygenase)	Danio rerio (Zebrafish) (Brachydanio rerio)	inositol catabolic process [GO:0019310]	GO:0005737; GO:0008199; GO:0019310; GO:0050113
Ab_contig_2789	Q9V3P0	4.569999999999999e-62	Peroxiredoxin 1 (EC 1.11.1.24) (Cytosolic thioredoxin peroxidase) (DPx-4783) (DmTPx-1) (Thioredoxin peroxidase) (Thioredoxin-dependent peroxiredoxin 1)	Drosophila melanogaster (Fruit fly)	cell adhesion [GO:0007155]; cell redox homeostasis [GO:0045454]; determination of adult lifespan [GO:0008340]; germ cell development [GO:0007281]; germ cell migration [GO:0008354]; hydrogen peroxide catabolic process [GO:0042744]; leukocyte activation [GO:0045321]; removal of superoxide radicals [GO:0019430]; response to oxidative stress [GO:0006979]; response to starvation [GO:0042594]	GO:0005829; GO:0006979; GO:0007155; GO:0007281; GO:0008340; GO:0008354; GO:0019430; GO:0042594; GO:0042744; GO:0045321; GO:0045454; GO:0051920; GO:0140824
Ab_contig_2801	P22304	3.09e-33	Iduronate 2-sulfatase (EC 3.1.6.13) (Alpha-L-iduronate sulfate sulfatase) (Idursulfase) [Cleaved into: Iduronate 2-sulfatase 42 kDa chain; Iduronate 2-sulfatase 14 kDa chain]	Homo sapiens (Human)	dermatan sulfate catabolic process [GO:0030209]; glycosaminoglycan catabolic process [GO:0006027]; heparan sulfate proteoglycan catabolic process [GO:0030200]	GO:0004423; GO:0005509; GO:0005737; GO:0005764; GO:0006027; GO:0008484; GO:0030200; GO:0030209; GO:0043202
Ab_contig_2806	Q7ZTZ2	4.21e-44	Probable ribosome biogenesis protein RLP24 (Ribosomal L24 domain-containing protein 1)	Danio rerio (Zebrafish) (Brachydanio rerio)	ribosomal large subunit biogenesis [GO:0042273]	GO:0005730; GO:0042273
Ab_contig_2813	P41938	7.35e-38	Probable 3-hydroxyacyl-CoA dehydrogenase B0272.3 (EC 1.1.1.35)	Caenorhabditis elegans	fatty acid beta-oxidation [GO:0006635]	GO:0003857; GO:0005739; GO:0005759; GO:0006635; GO:0070403
Ab_contig_2837	P86223	4.7399999999999996e-32	Voltage-dependent anion-selective channel protein 2 (VDAC-2) (Outer mitochondrial membrane protein porin 2)	Mesocricetus auratus (Golden hamster)	mitochondrial outer membrane permeabilization [GO:0097345]	GO:0000166; GO:0005739; GO:0005741; GO:0008308; GO:0015288; GO:0015485; GO:0016020; GO:0031210; GO:0046930; GO:0097001; GO:0097225; GO:0097345
Ab_contig_2845	P63081	3.77e-47	V-type proton ATPase 16 kDa proteolipid subunit c (V-ATPase 16 kDa proteolipid subunit c) (Vacuolar proton pump 16 kDa proteolipid subunit c)	Rattus norvegicus (Rat)	negative regulation of autophagic cell death [GO:1904093]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of Wnt signaling pathway [GO:0030177]	GO:0000220; GO:0005764; GO:0005794; GO:0008021; GO:0016020; GO:0030177; GO:0030665; GO:0030672; GO:0031625; GO:0033176; GO:0046961; GO:0070374; GO:1902495; GO:1904093; GO:1904949
Ab_contig_2878	Q78P75	2.7899999999999998e-46	Dynein light chain 2, cytoplasmic (Dynein light chain LC8-type 2)	Rattus norvegicus (Rat)	microtubule-based process [GO:0007017]	GO:0005737; GO:0005813; GO:0005856; GO:0005868; GO:0005874; GO:0007017; GO:0014069; GO:0031475; GO:0042802; GO:0044877; GO:0045505; GO:0097110; GO:0097731; GO:0098794; GO:0098978
Ab_contig_2891	Q9QY36	2.12e-35	N-alpha-acetyltransferase 10 (EC 2.3.1.255) (N-terminal acetyltransferase complex ARD1 subunit homolog A) (NatA catalytic subunit Naa10)	Mus musculus (Mouse)	N-terminal protein amino acid acetylation [GO:0006474]; negative regulation of maintenance of mitotic sister chromatid cohesion, centromeric [GO:2000719]; protein acetylation [GO:0006473]	GO:0004596; GO:0005634; GO:0005730; GO:0005737; GO:0005829; GO:0006473; GO:0006474; GO:0008080; GO:0016407; GO:0031415; GO:0043022; GO:1990189; GO:1990190; GO:2000719
Ab_contig_2901	Q792I0	6.12e-29	Protein lin-7 homolog C (Lin-7C) (Mammalian lin-seven protein 3) (MALS-3) (Vertebrate lin-7 homolog 3) (Veli-3)	Rattus norvegicus (Rat)	exocytosis [GO:0006887]; maintenance of epithelial cell apical/basal polarity [GO:0045199]; morphogenesis of an epithelial sheet [GO:0002011]; neurotransmitter secretion [GO:0007269]; protein localization to basolateral plasma membrane [GO:1903361]; protein transport [GO:0015031]	GO:0002011; GO:0005737; GO:0005886; GO:0005911; GO:0005923; GO:0006887; GO:0007269; GO:0008092; GO:0015031; GO:0016020; GO:0016323; GO:0019904; GO:0030165; GO:0045199; GO:0045202; GO:0097016; GO:0097025; GO:0098793; GO:0098839; GO:0098978; GO:1903361
Ab_contig_2908	P60843	1.4199999999999998e-63	Eukaryotic initiation factor 4A-I (eIF-4A-I) (eIF4A-I) (EC 3.6.4.13) (ATP-dependent RNA helicase eIF4A-1)	Mus musculus (Mouse)	cytoplasmic translational initiation [GO:0002183]; translational initiation [GO:0006413]	GO:0002183; GO:0003724; GO:0003725; GO:0003743; GO:0005524; GO:0005737; GO:0006413; GO:0016281; GO:0016887
Ab_contig_2909	Q8SZA8	1.4699999999999998e-52	Adrenodoxin-like protein 2, mitochondrial (Ferredoxin-2)	Drosophila melanogaster (Fruit fly)	electron transport chain [GO:0022900]; P450-containing electron transport chain [GO:0140647]; positive regulation of ecdysteroid biosynthetic process [GO:0045998]; positive regulation of oxidoreductase activity [GO:0051353]; steroid biosynthetic process [GO:0006694]	GO:0005739; GO:0006694; GO:0009055; GO:0022900; GO:0045998; GO:0046872; GO:0051353; GO:0051537; GO:0140647
Ab_contig_2918	P08503	8.939999999999999e-42	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial (MCAD) (EC 1.3.8.7)	Rattus norvegicus (Rat)	cardiac muscle cell differentiation [GO:0055007]; carnitine biosynthetic process [GO:0045329]; carnitine metabolic process [GO:0009437]; carnitine metabolic process, CoA-linked [GO:0019254]; fatty acid beta-oxidation [GO:0006635]; fatty acid beta-oxidation using acyl-CoA dehydrogenase [GO:0033539]; glycogen biosynthetic process [GO:0005978]; heart development [GO:0007507]; liver development [GO:0001889]; medium-chain fatty acid catabolic process [GO:0051793]; medium-chain fatty acid metabolic process [GO:0051791]; organic acid metabolic process [GO:0006082]; post-embryonic development [GO:0009791]; regulation of gluconeogenesis [GO:0006111]; response to cold [GO:0009409]; response to copper ion [GO:0046688]; response to glucocorticoid [GO:0051384]; response to hormone [GO:0009725]; response to nutrient [GO:0007584]; response to starvation [GO:0042594]; response to xenobiotic stimulus [GO:0009410]	GO:0000062; GO:0001889; GO:0003995; GO:0005737; GO:0005739; GO:0005759; GO:0005978; GO:0006082; GO:0006111; GO:0006635; GO:0007507; GO:0007584; GO:0009409; GO:0009410; GO:0009437; GO:0009725; GO:0009791; GO:0016853; GO:0019254; GO:0030424; GO:0031966; GO:0033539; GO:0042594; GO:0042802; GO:0045329; GO:0046688; GO:0050660; GO:0051384; GO:0051791; GO:0051793; GO:0055007; GO:0070991
Ab_contig_2922	Q7T2D4	4.63e-40	Endoplasmic reticulum-Golgi intermediate compartment protein 2	Danio rerio (Zebrafish) (Brachydanio rerio)	endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]	GO:0005783; GO:0005789; GO:0005794; GO:0006888; GO:0006890; GO:0016020; GO:0030134; GO:0033116
Ab_contig_2926	O00303	3.579999999999999e-70	Eukaryotic translation initiation factor 3 subunit F (eIF3f) (Deubiquitinating enzyme eIF3f) (EC 3.4.19.12) (Eukaryotic translation initiation factor 3 subunit 5) (eIF-3-epsilon) (eIF3 p47)	Homo sapiens (Human)	formation of cytoplasmic translation initiation complex [GO:0001732]; IRES-dependent viral translational initiation [GO:0075522]; protein deubiquitination [GO:0016579]; translational initiation [GO:0006413]	GO:0001732; GO:0003743; GO:0004843; GO:0005829; GO:0005852; GO:0006413; GO:0016020; GO:0016282; GO:0016579; GO:0031369; GO:0033290; GO:0042802; GO:0045202; GO:0071541; GO:0075522; GO:0140492
Ab_contig_2927	O18993	1.4800000000000002e-21	Cytochrome P450 3A21 (EC 1.14.14.1) (CYPIIIA21) (Cytochrome P450 CM3A-10)	Callithrix jacchus (White-tufted-ear marmoset)		GO:0004497; GO:0005506; GO:0005789; GO:0020037; GO:0070330
Ab_contig_2947	Q96HJ9	7.36e-22	Protein FMC1 homolog (ATP synthase assembly factor FMC1, mitochondrial) (Formation of mitochondrial complex V assembly factor 1 homolog)	Homo sapiens (Human)	mitochondrial proton-transporting ATP synthase complex assembly [GO:0033615]; negative regulation of lipid catabolic process [GO:0050995]; regulation of type B pancreatic cell proliferation [GO:0061469]	GO:0005739; GO:0033615; GO:0050995; GO:0061469
Ab_contig_2949	P51544	8.99e-75	Arginine kinase (AK) (EC 2.7.3.3)	Haliotis madaka (Giant abalone) (Nordotis madaka)	phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]	GO:0004054; GO:0004111; GO:0005524; GO:0016310; GO:0046314
Ab_contig_2964	Q9ULW3	3.660000000000001e-21	Activator of basal transcription 1 (hABT1) (Basal transcriptional activator)	Homo sapiens (Human)	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000480]; endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000447]; endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000472]; regulation of transcription by RNA polymerase II [GO:0006357]; small-subunit processome assembly [GO:0034462]; spinal cord motor neuron differentiation [GO:0021522]; transcription by RNA polymerase II [GO:0006366]	GO:0000447; GO:0000472; GO:0000480; GO:0003677; GO:0003713; GO:0003723; GO:0005634; GO:0005667; GO:0005730; GO:0006357; GO:0006366; GO:0021522; GO:0034462
Ab_contig_2971	P15287	2.46e-38	Adenosine deaminase AGSA (EC 3.5.4.4) (Atrial gland-specific antigen) (AGSA) (Mollusk-derived growth factor) (MDGF)	Aplysia californica (California sea hare)	adenosine catabolic process [GO:0006154]	GO:0004000; GO:0005615; GO:0006154; GO:0046872; GO:0046936
Ab_contig_2984	A3DH97	4.130000000000001e-27	Anti-sigma-I factor RsgI6 (Endo-1,4-beta-xylanase) (EC 3.2.1.8)	Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372) (Clostridium thermocellum)	xylan catabolic process [GO:0045493]	GO:0005886; GO:0031176; GO:0045493
Ab_contig_2996	Q1JPX3	1.34e-40	Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS)	Danio rerio (Zebrafish) (Brachydanio rerio)	anatomical structure development [GO:0048856]; phenylalanyl-tRNA aminoacylation [GO:0006432]; protein heterotetramerization [GO:0051290]	GO:0000049; GO:0000287; GO:0004826; GO:0005524; GO:0005737; GO:0006432; GO:0009328; GO:0048856; GO:0051290
Ab_contig_3017	O18373	6.249999999999999e-43	Inactive selenide, water dikinase-like protein (Protein patufet) (Selenophosphate synthetase 1)	Drosophila melanogaster (Fruit fly)	cell cycle [GO:0007049]; negative regulation of mitochondrial fusion [GO:0010637]; negative regulation of reactive oxygen species metabolic process [GO:2000378]; phosphorylation [GO:0016310]	GO:0005524; GO:0005737; GO:0007049; GO:0010637; GO:0016301; GO:0016310; GO:2000378
Ab_contig_3020	P00687	1.5e-27	Alpha-amylase 1 (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase 1) (Salivary and hepatic alpha-amylase)	Mus musculus (Mouse)	carbohydrate metabolic process [GO:0005975]; response to bacterium [GO:0009617]	GO:0004556; GO:0005509; GO:0005615; GO:0005975; GO:0009617; GO:0016160; GO:0031404
Ab_contig_3021	O77022	1.01e-28	Alpha-amylase-related protein (EC 3.2.1.1)	Drosophila punjabiensis (Fruit fly)	carbohydrate metabolic process [GO:0005975]	GO:0004556; GO:0005576; GO:0005975; GO:0046872
Ab_contig_3027	P13437	3.89e-29	3-ketoacyl-CoA thiolase, mitochondrial (EC 2.3.1.16) (Acetyl-CoA acetyltransferase) (EC 2.3.1.9) (Acetyl-CoA acyltransferase) (Acyl-CoA hydrolase, mitochondrial) (EC 3.1.2.-, EC 3.1.2.1, EC 3.1.2.2) (Beta-ketothiolase) (Mitochondrial 3-oxoacyl-CoA thiolase)	Rattus norvegicus (Rat)	acetyl-CoA metabolic process [GO:0006084]; cellular response to hypoxia [GO:0071456]; fatty acid beta-oxidation [GO:0006635]; negative regulation of mitochondrial membrane permeability involved in apoptotic process [GO:1902109]; negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway [GO:1901029]	GO:0003985; GO:0003986; GO:0003988; GO:0005739; GO:0005759; GO:0006084; GO:0006635; GO:0016290; GO:0047617; GO:0071456; GO:0102991; GO:1901029; GO:1902109
Ab_contig_3044	Q5PLM6	3.76e-24	Xylose isomerase (EC 5.3.1.5)	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	D-xylose metabolic process [GO:0042732]	GO:0000287; GO:0005737; GO:0009045; GO:0042732
